"GEOID","NAME","population_2009","population_margin_2009","population_2010","population_margin_2010","population_2011","population_margin_2011","population_2012","population_margin_2012","population_2013","population_margin_2013","population_2014","population_margin_2014","population_2015","population_margin_2015","population_2016","population_margin_2016","population_2017","population_margin_2017","population_2018","population_margin_2018","population_2019","population_margin_2019","doctors_2009","doctors_2010","doctors_2011","doctors_2012","doctors_2013","doctors_2014","doctors_2015","doctors_2016","doctors_2017","doctors_2018","doctors_2019"
"51073100203","Census Tract 1002.03, Gloucester County, Virginia",0,0,3554,1048,3728,1065,3729,1110,3877,1181,3937,1181,4029,1103,3804,946,3651,893,3749,820,3825,870,49,54,51,50,51,53,51,48,51,47,52
"51073100301","Census Tract 1003.01, Gloucester County, Virginia",0,0,5730,1175,5312,1230,5313,1239,5248,1248,5338,1248,4959,1158,5433,1236,5527,1219,5424,1233,5809,1324,12,12,14,14,13,14,15,13,14,13,13
"51073100302","Census Tract 1003.02, Gloucester County, Virginia",0,0,5779,1426,6098,1702,5966,1606,5959,1516,5923,1320,5745,1340,5810,997,5750,949,5613,1108,5595,1027,4,4,5,4,4,4,4,5,4,3,4
"51073100400","Census Tract 1004, Gloucester County, Virginia",1740,519,1523,574,1507,559,1447,518,1403,513,1273,341,1428,366,1389,315,1404,269,1445,267,1417,293,0,0,0,0,0,0,0,0,0,0,0
"51073100500","Census Tract 1005, Gloucester County, Virginia",4158,1030,4085,986,4253,1008,4027,1049,3975,1096,3792,1049,3817,997,3774,1068,4076,1207,4103,1150,4043,902,0,0,0,0,0,0,0,0,0,0,0
"51075400100","Census Tract 4001, Goochland County, Virginia",3249,765,5346,1036,6043,988,6052,1002,6150,1152,6545,1201,6953,1197,7013,1266,7302,1343,7376,1306,7791,1330,35,41,39,34,33,34,29,34,41,44,36
"51075400200","Census Tract 4002, Goochland County, Virginia",3414,690,3553,682,3826,579,3875,599,3888,692,3877,661,3981,675,4037,767,4125,800,4323,890,4680,947,1,1,1,1,1,1,1,1,1,1,1
"51075400300","Census Tract 4003, Goochland County, Virginia",5450,1591,5060,1537,3021,473,2644,398,2235,416,1676,359,1309,217,1243,148,1133,186,1048,204,969,153,2,6,3,3,3,2,2,1,3,1,2
"51075400400","Census Tract 4004, Goochland County, Virginia",3192,747,4205,803,4937,898,5227,1033,5316,925,5633,1238,5346,1036,5375,1143,5325,1075,5318,1191,5056,1150,6,5,7,7,7,6,5,5,6,6,6
"51075400500","Census Tract 4005, Goochland County, Virginia",2737,609,2972,728,3654,634,3698,683,3976,752,3896,694,4132,822,4311,891,4263,928,4417,1009,4369,989,0,0,0,0,0,0,0,0,0,0,0
"51077060101","Census Tract 601.01, Grayson County, Virginia",0,0,3293,907,3114,869,3054,839,2901,846,2785,715,2815,701,2712,712,2832,710,2918,821,2880,855,2,2,2,2,2,2,2,2,2,2,2
"51077060102","Census Tract 601.02, Grayson County, Virginia",0,0,4027,1089,3937,1129,3981,851,4194,1050,4360,1056,4461,1096,4358,938,4419,1102,4291,1142,4109,1207,0,0,0,0,0,0,0,0,0,0,0
"51077060201","Census Tract 602.01, Grayson County, Virginia",0,0,3291,636,3539,749,3503,781,3377,739,3173,653,3011,638,3196,729,3422,961,3671,1192,3954,1354,2,2,2,2,2,2,2,2,2,2,2
"51077060202","Census Tract 602.02, Grayson County, Virginia",0,0,3243,824,3074,760,2957,621,2846,604,2897,591,3201,850,2848,550,2959,621,2962,630,2957,665,3,4,3,4,3,3,3,3,3,3,3
"51077060300","Census Tract 603, Grayson County, Virginia",0,0,2001,591,2038,604,2040,579,2059,441,2040,406,2085,411,2066,364,2076,356,1969,387,1842,375,0,0,0,0,0,0,0,0,0,0,0
"51079030101","Census Tract 301.01, Greene County, Virginia",0,0,3739,865,3823,1104,3971,698,4090,761,4200,804,3826,580,3732,578,3797,604,3786,592,3889,807,4,4,4,4,4,4,4,4,4,4,4
"51079030102","Census Tract 301.02, Greene County, Virginia",0,0,5613,1553,5383,1578,5331,1596,5382,1421,5162,1299,5568,1398,5738,1471,5658,1377,5404,1466,5171,1314,0,0,0,0,0,0,0,0,0,0,0
"51079030200","Census Tract 302, Greene County, Virginia",8685,1386,8730,1855,9085,1663,9151,1810,9105,1935,9404,1824,9544,1772,9615,1961,9758,1773,10220,2015,10459,1891,9,8,7,9,10,6,7,9,8,10,8
"51081880101","Census Tract 8801.01, Greensville County, Virginia",0,0,6885,1197,5758,1260,5168,1057,4746,1052,4253,1082,3768,936,4197,720,4108,741,4155,797,4278,961,2,2,3,1,1,2,2,2,2,3,2
"51081880102","Census Tract 8801.02, Greensville County, Virginia",0,0,0,127,1936,1291,2354,1332,2809,1352,3267,1358,4026,1332,2928,202,2961,208,3063,222,3123,227,0,0,0,0,0,0,0,0,0,0,0
"51081880200","Census Tract 8802, Greensville County, Virginia",4872,692,5296,771,4500,1005,4605,1144,4523,996,4391,1035,3966,950,4573,703,4537,694,4441,773,4124,695,0,0,0,0,0,0,0,0,0,0,0
"51083930100","Census Tract 9301, Halifax County, Virginia",0,0,2754,813,2658,759,2592,740,2582,687,2447,669,2417,708,2191,698,2651,705,3116,874,3287,878,0,0,0,0,0,0,0,0,0,0,0
"51083930201","Census Tract 9302.01, Halifax County, Virginia",0,0,5750,1561,5509,1562,5755,1512,5357,1555,5242,1532,4975,1485,5026,1628,4945,1740,4560,1833,4318,1757,4,2,3,4,4,3,3,3,3,3,3
"51083930202","Census Tract 9302.02, Halifax County, Virginia",0,0,1962,712,2049,699,2191,642,2297,618,2298,675,2537,784,2648,682,2454,762,2293,753,2235,616,0,0,0,0,0,0,0,0,0,0,0
"51083930301","Census Tract 9303.01, Halifax County, Virginia",0,0,2381,660,2364,644,2420,672,2412,491,2497,548,2606,503,2539,471,2493,503,2521,504,2619,586,0,0,0,0,0,0,0,0,0,0,0
"51083930302","Census Tract 9303.02, Halifax County, Virginia",0,0,4883,1352,4794,1215,4600,1191,4712,1143,4563,973,4657,1047,4759,1157,4519,1017,4231,1249,4440,1379,0,0,0,0,0,0,0,0,0,0,0
"51083930400","Census Tract 9304, Halifax County, Virginia",0,0,4099,928,4159,892,3812,781,3822,791,3746,735,3733,713,3766,919,3793,1019,3854,1029,3973,1071,1,1,1,1,1,1,1,1,1,1,1
"51083930500","Census Tract 9305, Halifax County, Virginia",0,0,3853,882,4021,941,3782,929,3585,972,3829,989,3966,1005,3973,1005,4193,1047,4483,1232,4293,1080,0,0,0,0,0,0,0,0,0,0,0
"51083930600","Census Tract 9306, Halifax County, Virginia",0,0,6192,1409,6596,1386,6822,1514,6894,1426,6681,1387,6166,1380,5744,1332,5420,1301,5071,1118,4778,1203,34,29,38,25,24,22,35,32,29,33,31
"51083930800","Census Tract 9308, Halifax County, Virginia",0,0,4437,1149,4098,1035,4166,858,4277,991,4401,958,4449,1011,4659,1043,4562,1034,4650,989,4609,1093,22,20,22,21,22,22,22,25,22,21,21
"51085320100","Census Tract 3201, Hanover County, Virginia",6257,1283,6035,1168,5563,1161,5763,1211,5677,1229,5677,1167,6113,1198,6154,1213,6044,1313,6127,1465,5904,1489,1,1,1,1,1,1,1,1,1,1,1
"51085320200","Census Tract 3202, Hanover County, Virginia",5537,929,5802,1006,5811,975,5988,1106,5661,965,5974,1260,6187,1225,5941,1129,5997,1156,5715,948,5675,1033,6,6,6,6,5,6,6,6,6,6,6
"51085320300","Census Tract 3203, Hanover County, Virginia",3928,518,3734,533,4047,547,4095,523,4157,541,4156,534,4071,496,3783,470,3636,511,3800,502,4005,527,3,3,3,3,3,3,3,3,3,3,3
"51085320400","Census Tract 3204, Hanover County, Virginia",4047,533,4349,578,4277,532,4393,603,4507,546,4620,584,4624,578,4728,578,4660,672,4862,644,4810,644,0,0,0,0,0,0,0,0,0,0,0
"51085320500","Census Tract 3205, Hanover County, Virginia",2825,560,2971,649,3111,599,3280,714,3200,618,3161,671,3045,613,3149,638,3070,650,3178,654,3246,645,6,7,6,6,6,7,7,7,5,6,6
"51085320601","Census Tract 3206.01, Hanover County, Virginia",4426,1544,4201,1342,4503,833,4267,794,4258,745,4171,661,4282,656,4347,789,4383,697,4662,800,4785,784,7,8,8,8,8,8,9,7,8,8,8
"51085320602","Census Tract 3206.02, Hanover County, Virginia",2287,531,3221,770,3004,533,3114,469,3024,520,3214,538,3146,522,3145,611,3214,629,3124,658,3135,593,3,2,4,3,3,5,3,1,2,3,3
"51085320701","Census Tract 3207.01, Hanover County, Virginia",0,0,2855,479,2782,514,2827,513,2828,421,2985,497,3124,494,3443,465,3695,560,3810,604,3944,584,1,1,1,1,1,1,1,1,1,1,1
"51085320702","Census Tract 3207.02, Hanover County, Virginia",0,0,3133,688,3393,605,3283,536,3250,540,3063,409,2901,434,2950,385,2913,422,2964,447,2840,447,2,2,2,2,2,2,2,2,2,2,2
"51085320801","Census Tract 3208.01, Hanover County, Virginia",2724,241,2683,264,2545,230,2524,239,2503,242,2480,163,2448,145,2654,114,2696,147,2618,149,2756,180,0,0,0,0,0,0,0,0,0,0,0
"51085320803","Census Tract 3208.03, Hanover County, Virginia",0,0,5194,692,5060,656,4818,842,5342,985,5396,779,5477,699,5753,629,6062,614,6336,664,6752,673,4,5,4,3,3,3,4,5,5,5,4
"51085320804","Census Tract 3208.04, Hanover County, Virginia",0,0,4887,743,5012,940,5048,947,5340,893,5099,794,5280,787,5324,728,5521,791,5643,745,5618,802,13,18,14,15,18,16,16,14,12,17,16
"51085320805","Census Tract 3208.05, Hanover County, Virginia",0,0,2830,484,2790,550,2904,518,2912,479,2943,459,2944,397,2930,371,2963,352,3210,404,3231,489,0,0,0,0,0,0,0,0,0,0,0
"51085320900","Census Tract 3209, Hanover County, Virginia",7478,1182,7408,972,7632,1110,7970,1264,7863,1176,7907,1294,7829,1340,8060,1253,8072,1287,8598,1507,8558,1579,155,150,149,170,126,138,157,158,151,182,149
"51085321001","Census Tract 3210.01, Hanover County, Virginia",3379,451,3424,443,3590,553,3575,597,3584,616,3569,643,3401,535,3516,601,3511,577,3500,441,3499,511,18,17,19,18,19,20,16,15,15,22,18
"51085321002","Census Tract 3210.02, Hanover County, Virginia",7536,1080,7446,1145,7598,1123,7462,1124,7367,1018,7637,1086,7803,1140,7325,1039,7697,1242,7534,1143,7476,1152,11,9,10,10,9,10,10,10,11,10,10
"51085321100","Census Tract 3211, Hanover County, Virginia",3262,646,5248,907,5416,900,5525,1078,5660,1062,5507,1107,5645,1232,5853,1281,5516,1185,5345,986,5235,1005,24,16,24,33,15,45,24,22,44,13,27
"51085321201","Census Tract 3212.01, Hanover County, Virginia",4115,596,4768,683,4823,658,4790,635,4676,853,4631,891,4594,834,4580,945,4729,1001,4715,926,4745,880,1,2,1,3,1,2,1,1,1,2,1
"51085321202","Census Tract 3212.02, Hanover County, Virginia",4303,772,4036,698,3886,707,3795,583,4219,468,3890,555,3785,515,3697,564,3766,550,3818,535,4054,505,14,16,16,14,14,15,16,13,16,16,15
"51085321300","Census Tract 3213, Hanover County, Virginia",2755,561,6406,993,6280,968,6093,889,5998,987,6155,946,6236,992,6251,1026,6469,1039,6298,1042,6269,1075,1,0,0,1,0,0,0,2,2,3,1
"51085321401","Census Tract 3214.01, Hanover County, Virginia",0,0,2125,166,2106,179,2207,175,2200,179,2123,189,2182,175,2202,166,2238,168,2290,172,2473,163,1,1,1,1,1,1,1,1,1,1,1
"51085321402","Census Tract 3214.02, Hanover County, Virginia",0,0,3489,521,3615,595,3505,651,3335,572,3403,419,3363,455,3385,377,3384,431,3241,405,3465,461,0,0,0,0,0,0,0,0,0,0,0
"51085321403","Census Tract 3214.03, Hanover County, Virginia",0,0,2927,215,2794,324,2738,290,2767,337,2928,252,2860,290,3029,242,2982,238,3061,186,3062,203,0,0,0,0,0,0,0,0,0,0,0
"51087200104","Census Tract 2001.04, Henrico County, Virginia",5257,1205,4961,1189,4797,1310,4802,1395,4993,1358,5263,1308,5661,1368,5795,1512,5844,1240,5689,1130,5540,1303,151,140,154,132,146,134,142,157,170,180,155
"51087200105","Census Tract 2001.05, Henrico County, Virginia",5705,1054,5914,1109,5985,1357,5974,1411,6433,1412,6743,1750,7230,1871,7515,1937,7879,2291,7690,2406,7246,1935,10,12,11,5,11,13,15,9,10,17,12
"51087200106","Census Tract 2001.06, Henrico County, Virginia",4337,878,4420,1117,4486,1000,4691,985,4607,975,4844,1044,4959,970,4832,1037,4901,999,5010,1040,5035,1091,22,25,21,24,26,22,20,25,26,24,24
"51087200107","Census Tract 2001.07, Henrico County, Virginia",7294,1019,7428,1206,7807,1212,8406,1500,8183,1204,7975,1264,8190,1414,7912,1483,7785,1492,7749,1373,8403,1552,3,3,3,3,3,3,3,3,3,3,3
"51087200108","Census Tract 2001.08, Henrico County, Virginia",2649,301,2907,514,3027,474,2997,396,2946,408,2890,373,2829,291,2824,308,2662,254,2668,281,2713,262,8,10,9,6,10,8,9,8,10,8,8
"51087200109","Census Tract 2001.09, Henrico County, Virginia",3730,328,3904,478,3921,501,3666,483,3670,539,3777,567,3879,592,3896,585,3984,480,3843,423,3770,419,5,7,8,3,3,11,10,5,8,3,5
"51087200112","Census Tract 2001.12, Henrico County, Virginia",5468,932,5347,1150,5323,1076,5082,1130,5038,1217,5095,1284,4927,1073,5017,1040,5255,1160,5545,1321,5367,1412,4,4,4,4,4,4,4,4,4,4,4
"51087200116","Census Tract 2001.16, Henrico County, Virginia",5477,594,5632,902,5410,1068,5140,1005,5295,1055,5399,1005,5326,1173,5427,1257,5389,1284,5521,1182,5633,1218,1,1,1,1,1,1,1,1,1,1,1
"51087200119","Census Tract 2001.19, Henrico County, Virginia",8250,1349,8654,1366,8507,1345,8776,1390,8800,1332,9215,1505,9224,1538,9535,1592,10055,1790,10392,1844,10529,1907,91,91,95,77,103,104,98,66,88,89,92
"51087200120","Census Tract 2001.20, Henrico County, Virginia",6234,950,7360,1057,7277,1045,7013,949,6983,951,7298,1083,7518,1111,7749,1376,7934,1293,7894,1169,8375,1571,43,39,37,41,37,38,44,40,39,39,39
"51087200121","Census Tract 2001.21, Henrico County, Virginia",6808,616,6816,1055,6975,1131,7310,1266,7476,1083,7391,1236,7249,1102,7096,1076,6933,1093,7066,1125,7121,1052,20,16,17,12,19,12,19,17,13,14,16
"51087200122","Census Tract 2001.22, Henrico County, Virginia",4710,780,4610,746,4535,789,4394,832,4402,878,4413,671,4587,782,4636,835,4750,706,4787,799,4702,772,20,20,22,18,21,24,22,21,21,21,21
"51087200123","Census Tract 2001.23, Henrico County, Virginia",3036,371,3237,585,3341,547,3589,532,3773,667,3381,432,3401,533,3629,571,3711,569,3619,610,3758,570,0,0,0,0,0,0,0,0,0,0,0
"51087200124","Census Tract 2001.24, Henrico County, Virginia",4050,777,4191,705,4294,699,4342,685,4459,684,4638,712,4497,696,4667,702,4710,707,4711,783,4771,737,2,2,2,2,2,2,2,2,2,2,2
"51087200125","Census Tract 2001.25, Henrico County, Virginia",3268,594,3733,677,3940,736,3876,593,3918,658,4045,682,4035,591,4133,701,4139,642,3936,675,3759,592,2,2,2,1,2,2,2,3,2,2,2
"51087200126","Census Tract 2001.26, Henrico County, Virginia",3269,584,3622,975,3492,785,3326,715,3500,762,3411,782,3464,833,3513,954,3514,865,3576,1096,3514,936,0,0,0,0,0,0,0,0,0,0,0
"51087200127","Census Tract 2001.27, Henrico County, Virginia",0,0,5428,864,5588,1074,5677,1120,5899,1324,6088,1331,5979,1422,6054,1464,5531,914,5558,934,5562,886,8,9,8,8,8,8,8,8,8,8,8
"51087200128","Census Tract 2001.28, Henrico County, Virginia",0,0,4369,666,4377,743,4635,784,4853,782,5021,828,5107,772,5273,745,5567,795,5844,818,5777,897,2,3,2,1,2,3,3,2,3,3,3
"51087200129","Census Tract 2001.29, Henrico County, Virginia",0,0,10665,796,11561,985,12816,1681,13243,1708,13507,1782,13613,1779,13700,1649,13014,1320,13663,1180,14761,1523,37,38,41,36,33,39,35,35,39,35,37
"51087200130","Census Tract 2001.30, Henrico County, Virginia",0,0,7386,820,7221,1143,7140,1179,6935,1239,7048,1258,6994,1152,6963,1131,7224,1250,7153,1063,7141,1097,6,6,6,6,6,6,6,6,6,6,6
"51087200201","Census Tract 2002.01, Henrico County, Virginia",2706,367,2577,355,2523,380,2623,398,2615,418,2636,399,2681,410,2706,513,2746,459,2754,441,2780,472,2,2,2,2,2,2,2,2,2,2,2
"51087200202","Census Tract 2002.02, Henrico County, Virginia",3899,692,3815,731,3791,634,3847,713,3923,701,4040,751,3986,745,4063,795,4005,806,4030,744,4038,696,3,3,3,3,3,3,3,3,3,3,3
"51087200301","Census Tract 2003.01, Henrico County, Virginia",1028,98,1010,163,1025,160,1145,137,1134,121,1162,131,1231,118,1322,142,1345,147,1373,153,1550,145,22,21,19,22,21,21,21,22,23,23,20
"51087200302","Census Tract 2003.02, Henrico County, Virginia",2854,610,2532,507,2616,538,2593,506,2776,486,2830,486,3120,576,3145,604,3175,667,3231,617,3369,646,110,123,94,136,130,186,116,80,115,159,132
"51087200303","Census Tract 2003.03, Henrico County, Virginia",3200,569,3306,536,3332,558,3398,529,3380,774,3551,768,3389,570,3508,581,3384,619,3528,616,3540,733,139,132,145,148,130,142,133,131,140,134,138
"51087200305","Census Tract 2003.05, Henrico County, Virginia",3764,912,3897,727,3969,742,4056,805,3957,755,3997,804,4140,838,4142,921,4028,847,4194,833,4154,940,4,5,7,7,5,5,6,4,7,5,6
"51087200404","Census Tract 2004.04, Henrico County, Virginia",2946,282,2960,736,3042,688,3214,789,3076,613,3094,618,3402,570,3114,519,3001,518,2849,520,2768,564,0,0,0,0,0,0,0,0,0,0,0
"51087200406","Census Tract 2004.06, Henrico County, Virginia",8906,1560,9295,1727,9172,1825,9300,1771,9236,1698,9129,1902,9212,1774,9159,1594,9608,1729,10154,1950,10131,1974,1,1,1,1,1,1,1,1,1,1,1
"51087200407","Census Tract 2004.07, Henrico County, Virginia",4147,627,4431,769,4595,790,4430,754,4771,805,5324,1004,5465,1004,5237,1021,5132,1072,5163,909,5273,1091,0,0,0,0,0,0,0,0,0,0,0
"51087200409","Census Tract 2004.09, Henrico County, Virginia",1797,298,2043,279,2199,493,2372,260,2348,222,2369,462,2492,232,2552,227,2723,255,2833,262,2935,286,4,4,4,3,4,4,4,4,3,4,4
"51087200410","Census Tract 2004.10, Henrico County, Virginia",3414,593,3532,1033,3916,1268,4322,1131,4249,1115,4980,1619,5096,1389,5069,1307,5480,1398,5942,1508,5688,1519,7,8,4,6,6,7,6,10,7,8,6
"51087200411","Census Tract 2004.11, Henrico County, Virginia",5083,1163,5274,1038,5239,1052,5575,1080,5124,1048,5354,1170,5125,1024,4878,1066,4885,1021,5017,1042,5084,1112,0,0,0,0,0,0,0,0,0,0,0
"51087200412","Census Tract 2004.12, Henrico County, Virginia",1835,296,2060,260,1959,288,2150,365,2415,402,1891,192,1912,210,2169,202,2210,218,2274,272,2350,236,40,49,34,42,43,40,44,44,46,43,43
"51087200413","Census Tract 2004.13, Henrico County, Virginia",0,0,3992,250,4504,248,4561,213,4690,226,5088,297,5141,213,5108,230,5176,331,5174,280,5078,354,10,9,10,11,10,9,11,11,10,9,10
"51087200414","Census Tract 2004.14, Henrico County, Virginia",0,0,5665,1038,5726,1167,5426,1177,5862,1549,6220,1449,5989,1175,6376,1270,6450,1163,6242,1139,6228,1248,1,1,1,1,1,1,1,1,1,1,1
"51087200501","Census Tract 2005.01, Henrico County, Virginia",2320,713,2223,625,2005,383,2001,367,1924,350,2071,343,2252,378,2260,369,2195,395,2178,410,2160,476,8,6,8,8,7,8,8,8,8,8,8
"51087200502","Census Tract 2005.02, Henrico County, Virginia",1991,456,2042,457,1993,471,1954,420,2062,372,2005,382,2064,339,2168,356,2372,451,2195,363,2222,401,35,39,45,46,34,43,35,37,45,39,40
"51087200503","Census Tract 2005.03, Henrico County, Virginia",3612,296,3661,523,3771,542,3961,618,3919,567,4053,574,4240,695,4385,564,4279,582,4127,687,4209,678,19,17,20,23,15,22,19,18,21,20,20
"51087200600","Census Tract 2006, Henrico County, Virginia",4586,1159,4606,1167,4684,1261,4784,1577,4792,1583,5068,1707,5112,1600,5034,1667,5287,1482,4840,1335,4731,1265,2,2,2,2,2,2,1,2,2,2,2
"51087200700","Census Tract 2007, Henrico County, Virginia",4089,1737,4338,1194,3909,741,3934,725,3911,710,3976,869,3975,825,3797,744,3748,839,3762,691,3697,709,10,12,12,12,11,12,12,12,11,12,11
"51087200801","Census Tract 2008.01, Henrico County, Virginia",2922,428,2899,377,3057,467,2835,424,2983,501,2968,455,3274,491,3219,488,3372,405,3364,370,3337,383,9,9,9,8,9,8,9,9,9,10,9
"51087200802","Census Tract 2008.02, Henrico County, Virginia",1498,172,2111,199,2111,159,2207,168,2127,184,2142,172,2019,152,2127,136,2113,153,2202,159,1973,199,3,3,3,3,3,3,3,3,3,3,3
"51087200804","Census Tract 2008.04, Henrico County, Virginia",4856,1514,5098,1216,5052,1316,5392,1279,5828,1432,5212,1431,5583,1502,5528,1323,5248,1373,5412,1391,6277,1380,4,4,4,4,3,5,3,4,3,5,4
"51087200805","Census Tract 2008.05, Henrico County, Virginia",3553,771,3936,863,4269,966,4521,1135,4640,1070,4613,1143,4566,1040,4479,1049,3967,1083,3497,938,3682,1047,0,0,0,0,0,0,0,0,0,0,0
"51087200903","Census Tract 2009.03, Henrico County, Virginia",6138,1116,6922,1513,6811,1552,7101,1521,7195,1740,7220,1731,7046,1641,7931,2107,7723,1859,7862,1853,7622,2040,10,10,11,18,11,14,9,5,11,9,11
"51087200904","Census Tract 2009.04, Henrico County, Virginia",5336,977,6219,1241,6412,1297,6773,1305,6820,1372,6675,1437,6809,1373,6589,1580,6467,1455,6539,1188,6390,1560,7,9,9,8,6,4,9,8,11,7,8
"51087200905","Census Tract 2009.05, Henrico County, Virginia",0,0,4780,996,4986,1148,4902,931,4912,1147,4964,1212,4981,1088,5204,1139,5650,1151,5602,1232,5277,1322,0,0,0,0,0,0,0,0,0,0,0
"51087200906","Census Tract 2009.06, Henrico County, Virginia",0,0,4262,671,4437,746,4480,717,4422,722,4681,705,4675,593,4674,562,4728,644,4882,739,4654,742,0,0,0,0,0,0,0,0,0,0,0
"51087201001","Census Tract 2010.01, Henrico County, Virginia",5066,747,5404,1025,5466,1318,5418,1181,6151,1604,6420,1695,6840,1576,6953,1707,7147,1805,7007,1943,6759,2016,18,13,16,16,15,16,14,18,15,16,16
"51087201002","Census Tract 2010.02, Henrico County, Virginia",2500,695,2608,784,2919,821,2914,797,2986,1113,2976,1080,2894,1084,2725,713,2700,835,2974,878,2888,893,1,3,2,2,2,3,2,1,2,3,2
"51087201003","Census Tract 2010.03, Henrico County, Virginia",5574,1175,6025,1310,6111,1497,5608,1401,5488,1495,4839,1153,4999,1360,5019,1283,5429,1319,5611,1421,5851,1405,1,1,1,1,1,1,1,1,1,1,1
"51087201101","Census Tract 2011.01, Henrico County, Virginia",6389,1544,6580,1895,6703,2001,6585,1851,6833,1813,6121,1674,6021,1682,6493,1681,6813,1841,6585,1810,6604,1800,1,1,1,1,1,1,1,1,1,1,1
"51087201102","Census Tract 2011.02, Henrico County, Virginia",3931,731,3923,708,4041,573,4173,769,4221,683,4405,724,4346,748,4562,690,4769,832,4466,818,4232,818,0,0,0,0,0,0,0,0,0,0,0
"51087201201","Census Tract 2012.01, Henrico County, Virginia",5866,893,6266,1356,6418,1435,6432,1251,6689,1496,7183,1697,7110,1579,7052,1625,6880,1736,6416,1597,7311,2123,0,0,0,0,0,0,0,0,0,0,0
"51087201202","Census Tract 2012.02, Henrico County, Virginia",5909,1235,6467,1433,6804,1356,6770,1478,5978,1517,6049,1488,6086,1407,5714,1746,5775,1193,6098,1551,6160,1465,2,2,2,2,2,3,2,2,2,2,2
"51087201401","Census Tract 2014.01, Henrico County, Virginia",4237,797,5519,1410,5335,1209,5117,1231,5090,1133,4845,1185,4744,1146,4593,1227,4744,1317,5012,1344,5263,1143,16,10,17,15,21,19,25,12,21,15,17
"51087201403","Census Tract 2014.03, Henrico County, Virginia",5991,1292,6074,1492,5898,1504,5823,1551,5960,1427,5895,1406,6231,1644,6150,1567,6267,1748,6172,1814,5954,1965,0,0,0,0,0,0,0,0,0,0,0
"51087201404","Census Tract 2014.04, Henrico County, Virginia",4502,639,4440,647,4368,648,4174,521,4266,548,4102,607,4144,457,4207,573,4364,533,4351,530,4458,468,0,0,0,0,0,0,0,0,0,0,0
"51087201501","Census Tract 2015.01, Henrico County, Virginia",9847,2226,10176,2272,10701,2281,10574,2369,10616,2350,10394,2073,11057,2395,11055,2739,10663,2685,10277,2483,9851,2594,1,1,1,1,1,1,1,1,1,1,1
"51087201502","Census Tract 2015.02, Henrico County, Virginia",1605,473,4374,659,4457,713,4651,725,4789,610,5016,798,5338,681,5666,662,5673,815,5625,893,5507,827,11,4,5,16,7,11,16,6,1,14,10
"51087201601","Census Tract 2016.01, Henrico County, Virginia",3025,414,3037,453,2799,460,2749,439,2767,384,2842,436,2856,440,2991,475,3073,487,3209,462,3099,473,0,0,0,0,0,0,0,0,0,0,0
